Site_Name,Year_Recorded,longitude,latitude
Moro Rock Stairway,1978,-118.76496593899998,36.544085478000056
Moro Rock Stairway,1978,-118.76541673199995,36.54425909400004
Los Angeles Harbor Light Station,1980,-118.24889003999999,33.706388384000036
Colorado Street Bridge,1981,-118.16462822099999,34.14464503100004
Old Point Loma Lighthouse,1974,-117.24115811499996,32.67204041200006
San Buenaventura Mission Aqueduct,1975,-119.29061407399996,34.34202917400006
Lighter-than-Air Ship Hangars,1975,-117.82401733299997,33.70350118500005
Lighter-than-Air Ship Hangars,1975,-117.82461793999994,33.709900626000035
Oaklawn Bridge and Waiting Station,1973,-118.15310650099997,34.11887222200005
Workman Family Cemetery,1974,-117.96339789599995,34.018616475000044
Forestiere Underground Gardens,1977,-119.88172606899997,36.807104149000054
S.S. CATALINA,1976,-118.27402213599999,33.74955561000007
Yosemite Valley Railroad Caboose No. 15,1978,-119.78038112399997,37.67504579800004
Track Bus No. 19,1978,-119.78038112399997,37.67504579800004
Hetch Hetchy Railroad Engine No.6,1978,-119.78038112399997,37.67504579800004
Battery John Barlow and Saxton,1982,-118.29565316799994,33.716232664000074
Battery Osgood-Farley,1974,-118.30713160599998,33.71169261400007
Pacific Electric Railroad Bridge,1989,-118.31185423699998,33.83753960000007
VIRGINIA (sloop),1991,-117.70357057999996,33.46171844000003
RMS QUEEN MARY,1993,-118.19072177999999,33.75291163500003
Dinkey Creek Bridge,1996,-119.15425299799995,37.06739268300004
Georgia Street Bridge--Caltrans Bridge,1999,-117.14539761399999,32.748549155000035
North Fork Payette River Bridge,1999,-116.05936622299998,44.32538388800003
Southern Pacific Railroad Passenger Coach Car--S.P. X7,2000,-114.62277916999994,32.727734346000034
"Herschell, Allan, 3-Abreast Carousel",2000,-119.68575243099997,34.41513126700005
Angels Flight Railway,2000,-118.25013469299995,34.05137243000007
"Atchison, Topeka, and Santa Fe Railway Steam Locomotive No. 3751",2000,-118.22624030199995,34.01716420100007
Columbia River Bridge at Bridgeport,1995,-119.65475389599999,48.00113601800007
Ninth Street Bridge,2001,-116.20913549299996,43.60928852300003
Clark Avenue Railroad Underpass,2004,-115.14399767199995,36.17717553700004
TAHOE (Shipwreck),2004,-119.95326009799999,39.091475923000075
La Loma Bridge,2004,-118.16676067299994,34.13407387500007
Virginia and Truckee Railway Locomotive #27,2004,-119.76767063499994,39.14936701900007
Euclid Avenue,2005,-117.65141892899999,34.15023317600003
Euclid Avenue,2005,-117.65075211699997,34.033320149000076
McKeen Motor Car #70,2005,-119.76856008299995,39.14844495300008
McPhaul Suspension Bridge,1981,-114.42183164799997,32.75969174700003
Antelope Hill Highway Bridge,1979,-114.01528080999998,32.71473129200007
Theodore Roosevelt Memorial Bridge,2006,-115.88747524399997,48.46999942300005
Wawona Covered Bridge,2007,-119.65562992999998,37.53870504100007
Boise River and Canal Bridge,2007,-116.68714011999998,43.688723604000074
Messenger of Peace Chapel Car,2009,-121.82499999999999,47.52800000000008
Salmon Falls Dam,2009,-114.73728139299999,42.229546725000034
Natural Pier Bridge,2010,-114.507247571,47.01385259300008
Scenic Bridge,2010,-113.47454296199999,46.98976311200005
Flathead River Bridge,2010,-114.18399271099997,48.36187195200006
PILOT (Pilot Boat),2011,-117.17347999999998,32.72090000000003
EJZ Bridge over Shoshone River,1985,-108.43472904699996,44.83830663400005
ELS Bridge over Big Wind River,1985,-109.67981099499997,43.55156407900006
BMU Bridge over Wind River,1985,-108.70868307899997,43.14332041700004
ELY Wind River Diversion Dam Bridge,1985,-108.95521712499999,43.22484763600005
CQA Four Mile Bridge,1985,-108.19722024899994,43.603506467000045
EFP Bridge over Owl Creek,1985,-108.39347404799997,43.690987620000044
Hayden Arch Bridge,1985,-109.14742666299998,44.51027929700007
DDZ Bridge over New Fork River,1985,-109.726632199,42.75052322200003
ENP Bridge over Green River,1985,-109.96943487399994,42.77966639500005
ETD Bridge over Green River,1985,-110.04586519099996,41.98010187600005
ERT Bridge over Black's Fork,1985,-110.39201514799998,41.30150804600004
ETR Big Island Bridge,1985,-109.73543871499999,41.764459069000054
Buffalo Bill Dam,1971,-109.18331058099994,44.50131290100006
Obsidian Cliff Kiosk,1982,-110.73457866999996,44.822163526000054
Hay's Ranch Bridge,1985,-108.09277928999995,40.01350035200005
Fruita Bridge,1985,-108.73134441699995,39.13685580200007
Dewey Bridge,1984,-109.30309579199997,38.81184477800008
Ute Mountain Fire Tower,1980,-109.79265029899994,40.87160809900007
Centennial-Eureka Mine,1979,-112.12245667199994,39.943831370000055
Sunbeam Mine,1979,-112.11523300599998,39.90911446500007
Fort Deseret,1970,-112.65426404499999,39.26492112700004
"Hawk, William, Cabin",1978,-111.89883765499997,40.781640691000064
"Jenson, Jens Larson, Lime Kiln",1978,-112.09060266499995,38.79240387500005
Frisco Charcoal Kilns,1982,-113.26317922699997,38.46020501800007
Tintic Standard Reduction Mill,1978,-111.85365692799996,39.957197636000046
Holley--Globe Grain and Milling Company Elevator,1985,-111.85465918799997,41.636273739000046
Recreation Center for the Utah State Hospital,1986,-111.63117055599997,40.233509136000066
Provo Canyon Guard Quarters,1986,-111.61202475799996,40.33974224100007
Ecker Hill Ski Jump,1986,-111.57745802199997,40.74387782600007
Structure at 490 E. 200 North,1982,-112.63329317099999,38.27603742500003
Denver and Rio Grande Lime Kiln,1980,-110.70244654299995,39.18803226700004
Cable Mountain Draw Works,1978,-112.93373583199997,37.26572543900005
South Campground Amphitheater,1987,-112.98262259799998,37.203449755000065
Grant Steam Locomotive No. 223,1979,-111.87475044299998,40.74326925300005
Canyon Overlook Trail,1987,-112.94896814999998,37.21356202900006
Canyon Overlook Trail,1987,-112.94366014599996,37.21310850800006
Hidden Canyon Trail,1987,-112.93139635399996,37.26684516600005
Hidden Canyon Trail,1987,-112.93360952299997,37.26960295900005
Crawford Irrigation Canal,1987,-112.99319014699995,37.21111346200007
Crawford Irrigation Canal,1987,-112.96240154899999,37.22316410800005
East Rim Trail,1987,-112.93000010399999,37.27840418400007
East Rim Trail,1987,-112.93161040899997,37.27080725600007
Oak Creek Irrigation Canal,1987,-112.99183400799996,37.20239389900007
Oak Creek Irrigation Canal,1987,-112.96758571599997,37.22749433000007
Gateway to the Narrows Trail,1987,-112.945695565,37.29662306400007
Gateway to the Narrows Trail,1987,-112.94552043399995,37.28545027200005
Pine Creek Irrigation Canal,1987,-112.97852108799998,37.20171579300006
Pine Creek Irrigation Canal,1987,-112.96781337899995,37.22758067400008
Emerald Pools Trail,1987,-112.95530107199994,37.24932854000008
Emerald Pools Trail,1987,-112.94091448999995,37.25983980500007
Utah State Training School Amphitheater and Wall,1994,-111.77601216399995,40.394072261000076
Hurricane--LaVerkin Bridge,1995,-113.27108868299996,37.189438575000054
Rockville Bridge,1995,-113.03841931799997,37.15825023100007
Cable Creek Bridge,1996,-112.93949434599995,37.27040792500003
San Rafael Bridge,1996,-110.66428171899997,39.08105614400006
Grotto Trail,1996,-112.95803370499999,37.25036489400003
Grotto Trail,1996,-112.96271924299998,37.25713691400006
Flanigan Ditch,1998,-112.97525547999999,37.214748728000075
Flanigan Ditch,1998,-112.98844890699996,37.19361826000005
Fort Benton Bridge,1980,-110.66120668199994,47.81716922800007
Ptarmigan Tunnel,1986,-113.70763391999998,48.85362302800007
Anaconda Copper Mining Company Smoke Stack,1987,-112.91403996399998,46.110100404000036
MISCO Grain Elevator,1987,-111.02774825099999,45.68733911500004
Joliet Bridge,1986,-108.97630072699997,45.48723424500008
Fromberg Concrete Arch Bridge,1993,-108.89487811599997,45.39187836900004
North Fork Road,1996,-113.98739557599998,48.54807472300007
Tenth Street Bridge,1996,-111.29037823499999,47.52225829000008
Tenth Street Bridge,1996,-111.29035810199997,47.51856910400005
McCart Fire Lookout,1996,-113.71760474899997,45.88481602500008
Charcoal Kilns,1972,-113.17974728299998,44.31101775500008
Oneida Milling and Elevator Company Grain Elevator,1993,-112.86852576999996,42.78458025800006
Conant Creek Pegram Truss Railroad Bridge,1997,-111.36482126899995,44.01439995000004
Grace Pegram Truss Railroad Bridge,1997,-111.73563727999999,42.58493196100005
Ririe A Pegram Truss Railroad Bridge,1997,-111.73866347599994,43.666399573000035
Ririe B Pegram Truss Railroad Bridge,1997,-111.74106873799997,43.66026126700007
St. Anthony Pegram Truss Railroad Bridge,1997,-111.71711686099997,43.95015727600003
